Designator,Mid X,Mid Y,Rotation,Layer
C1,49.26,38.7725,90.0,top
C2,16.2775,10.795,180.0,top
C3,9.9275,51.435,180.0,top
C4,56.88,59.0925,270.0,top
J1,45.445,36.2,90.0,top
J2,4.175,64.15,0.0,top
J3,68.818,66.421,0.0,top
U1,45.445,40.01,90.0,top
U2,40.385,13.335,90.0,top
U3,9.88,36.2,0.0,top
U4,37.835,59.045,90.0,top
